num	competencias	tipo
26	26. Capacidad para redactar, desarrollar y firmar proyectos en el ámbito de la ingeniería de telecomunicación, que tengan por objeto, de acuerdo con los conocimientos adquiridos según lo establecido en el apartado 5 de la Orden CIN/352/2009, de 9 de febrero, la concepción y el desarrollo o la explotación de redes, servicios y aplicaciones de telecomunicación y electrónica	
27	27. Conocimiento, comprensión y capacidad para aplicar la legislación necesaria durante el desarrollo de la profesión de Ingeniero Técnico de Telecomunicación y facilidad para el manejo de especificaciones, reglamentos y normas de obligado cumplimiento	
28	28. Conocimiento de materias básicas y tecnologías, que le capacite para el aprendizaje de nuevos métodos y tecnologías, así como que le dote de una gran versatilidad para adaptarse a nuevas situaciones	
29	29. Capacidad de resolver problemas con iniciativa, toma de decisiones, creatividad, y de comunicar y transmitir conocimientos, habilidades y destrezas, comprendiendo la responsabilidad ética y profesional de la actividad del Ingeniero Técnico de Telecomunicación	
30	30. Conocimientos para la realización de mediciones, cálculos, valoraciones, tasaciones, peritaciones, estudios, informes, planificación de tareas y otros trabajos análogos en su ámbito especifico de la telecomunicación	
31	31. Facilidad para el manejo de especificaciones, reglamentos y normas de obligado cumplimiento	
32	32. Capacidad de analizar y valorar el impacto social y medioambiental de las soluciones técnicas	
33	33. Conocer y aplicar elementos básicos de economía y de gestión de recursos humanos, organización y planificación de proyectos, así como de legislación, regulación y normalización en las telecomunicaciones	
34	34. Capacidad de trabajar en un grupo multidisciplinar y en un entorno multilingüe y de comunicar, tanto por escrito como de forma oral, conocimientos, procedimientos, resultados e ideas relacionadas con las telecomunicaciones y la electrónica	
35	35. Capacidad para construir, explotar y gestionar las redes, servicios, procesos y aplicaciones de telecomunicaciones, entendidas éstas como sistemas de captación, transporte, representación, procesado, almacenamiento, gestión y presentación de información multimedia, desde el punto de vista de los sistemas de transmisión. (Mención Sistemas de telecomunicación)	
36	36. Capacidad para aplicar las técnicas en que se basan las redes, servicios y aplicaciones de telecomunicación tanto en entornos fijos como móviles, personales, locales o a gran distancia, con diferentes anchos de banda, incluyendo telefonía, radiodifusión, televisión y datos, desde el punto de vista de los sistemas de transmisión. (Mención Sistemas de telecomunicación)	
37	37. Capacidad de análisis de componentes y sus especificaciones para sistemas de comunicaciones guiadas y no guiadas. (Mención Sistemas de telecomunicación)	
38	38. Capacidad para la selección de circuitos, subsistemas y sistemas de radiofrecuencia, microondas, radiodifusión, radioenlaces y radiodeterminación. (Mención Sistemas de telecomunicación)	
39	39. Capacidad para la selección de antenas, equipos y sistemas de transmisión, propagación de ondas guiadas y no guiadas, por medios electromagnéticos, de radiofrecuencia u ópticos y la correspondiente gestión del espacio radioeléctrico y asignación de frecuencias. (Mención Sistemas de telecomunicación)	
40	40. Capacidad para analizar, codificar, procesar y transmitir información multimedia empleando técnicas de procesado analógico y digital de señal..(Mención Sistemas de telecomunicación)	
41	41. Capacidad de construir, explotar y gestionar las redes, servicios, procesos y aplicaciones de telecomunicaciones, entendidas éstas como sistemas de captación, transporte, representación, procesado, almacenamiento, gestión y presentación de información multimedia, desde el punto de vista de los servicios telemáticos. (Mención Sistemas Telemáticos)	
42	42. Capacidad para aplicar las técnicas en que se basan las redes, servicios y aplicaciones telemáticas, tales como sistemas de gestión, señalización y conmutación, encaminamiento y enrutamiento, seguridad (protocolos criptográficos, tunelado, cortafuegos, mecanismos de cobro, de autenticación y de protección de contenidos), ingeniería de tráfico (teoría de grafos, teoría de colas y teletráfico) tarificación y fiabilidad y calidad de servicio, tanto en entornos fijos, móviles, personales, locales o a gran distancia, con diferentes anchos de banda, incluyendo telefonía y datos. (Mención Sistemas Telemáticos)	
43	43. Capacidad de construir, explotar y gestionar servicios telemáticos, utilizando herramientas analíticas de planificación, de dimensionado y de análisis. (Mención Sistemas Telemáticos)	
44	44. Capacidad de describir, programar, validar y optimizar protocolos e interfaces de comunicación en los diferentes niveles de una arquitectura de redes. (Mención Sistemas Telemáticos)	
45	45. Capacidad de seguir el progreso tecnológico de transmisión, conmutación y proceso para mejorar las redes y servicios telemáticos. (Mención Sistemas Telemáticos)	
46	46. Capacidad de diseñar arquitecturas de redes y servicios telemáticos. (Mención Sistemas Telemáticos	
47	47. Capacidad de programación de servicios y aplicaciones telemáticas, en red y distribuidas. (Mención Sistemas Telemáticos)	
48	48. Capacidad de construir, explotar y gestionar servicios y aplicaciones de telecomunicaciones, entendidas éstas como sistemas de captación, tratamiento analógico y digital, codificación, transporte, representación, procesado, almacenamiento, reproducción, gestión y presentación de servicios audiovisuales e información multimedia.(Mención Sistemas Audiovisuales)	
49	49. Capacidad de analizar, especificar, realizar y mantener sistemas, equipos, cabeceras e instalaciones de televisión, audio y vídeo, tanto en entornos fijos como móviles. (Mención Sistemas Audiovisuales)	
50	50. Capacidad para realizar proyectos de locales e instalaciones destinados a la producción y grabación de señales de audio y vídeo. (Mención Sistemas Audiovisuales)	
51	51. Capacidad para realizar proyectos de ingeniería acústica sobre: Aislamiento y acondicionamiento acústico de locales; Instalaciones de megafonía; especificación, análisis y selección de transductores electroacústicos; sistemas de medida, análisis y control de ruido y vibraciones; acústica medioambiental; sistemas de acústica submarina. (Mención Sistemas Audiovisuales)	
52	52. Capacidad para crear, codificar, gestionar, difundir y distribuir contenidos multimedia, atendiendo a criterios de usabilidad y accesibilidad de los servicios audiovisuales, de difusión e interactivos.(Mención Sistemas Audiovisuales)	
53	53. Ejercicio original a realizar individualmente y presentar y defender ante un tribunal universitario, consistente en un proyecto en el ámbito de las tecnologías específicas de Ingeniería Técnica de Telecomunicación de naturaleza profesional en el que se sinteticen e integren las competencias adquiridas en las enseñanzas.(Específica de Trabajo Final de Grado)	
54	Competencia fantasma	
